Height,Weight,shirt_size,trouser_size
182.395334698992,91.1359637405932,XXL,40
183.5027203173,100.199275603927,XXL,40
168.942074258774,89.108085051696,XL,38
167.713746372238,76.4941223072169,L,36
171.645971014547,82.2964271587819,XL,38
173.346284248125,90.1099849514766,XXL,40
187.518362586682,107.917128053654,XXL,40
177.298259475646,78.4901293503808,L,36
167.537327573643,72.884939116516,L,34
180.540704642393,85.5487752671015,XL,38
169.154339204508,94.5039400487732,XXL,40
175.136899135774,87.7406222490025,XL,38
173.340932952458,78.9747642258749,L,36
183.684735812027,89.5248131347844,XL,38
182.411167941808,91.4535214714418,XXL,40
165.70210577785,82.1055829660432,XL,38
179.426946430452,82.6093026600323,XL,38
164.419091017028,80.5349254947337,XXL,38
170.443020003315,74.8311500009252,L,36
165.398411615636,75.167956352535,L,36
182.121134418465,87.585967829825,XL,38
169.755510643056,81.956765658885,XL,38
168.837039164256,78.3687785305443,L,36
176.305276600334,80.4992517568793,XL,38
177.932530785292,91.0897726953935,XXL,40
169.528755815986,76.0854201779726,L,36
168.336795953153,70.0326202348619,L,34
173.554257902004,80.7324490168943,XL,38
177.992756015895,83.4331940047398,XL,38
174.581789897785,81.2858555080604,XL,38
171.592370205165,71.9251705341265,L,34
168.284226638376,75.5246699249854,L,36
175.722794808662,78.0104202953624,L,36
171.727126551765,79.0901982134694,L,36
176.003554575592,85.1597896424115,XL,38
173.204337379568,91.3933278321457,XXL,40
181.881997929182,92.9532532891568,XXL,40
175.760018076242,81.0503343945023,XL,38
170.845380886817,74.395632308327,L,36
187.160391236,101.273487841416,XXL,40
176.624526118529,92.060264057547,XXL,40
173.511361997329,85.906598818388,XL,38
172.056967204756,80.8167386459476,XL,38
182.132637006794,101.286792070093,XXL,40
161.625952093618,75.762885110562,XL,36
174.551844077444,81.8591504111281,XL,38
170.051327791475,74.5882809411384,L,36
159.275753927704,68.0250191588373,M,34
183.536358665942,87.5025536257287,XL,38
180.107978779176,91.5729667385908,XXL,40
171.729002748272,81.5866976423591,XL,38
179.835959747463,89.1161881703,XL,38
176.034113374487,85.0719277960968,XL,38
168.256961786534,77.8786436881606,L,36
171.430170162276,86.9534071333329,XL,38
167.14787066005,75.2285270300506,L,36
181.467012380319,84.2151341625732,XL,38
173.899590788678,80.8671985566695,XL,38
162.529328496649,68.4828898146508,M,34
180.344820122048,95.2222616734892,XXL,40
173.074899449083,78.9965867868665,L,36
173.724316630227,81.5916649818019,XL,38
172.964398152342,76.0887612927964,L,36
173.077099504039,83.027593587503,XL,38
174.904629384208,76.9096174522174,L,36
168.018085457266,78.6672192653907,L,36
168.163321414516,82.0500548543951,XL,38
171.277585345307,83.2381838714395,XL,38
176.456609319367,93.4299322278689,XXL,40
179.110283623639,83.351995700624,XL,38
181.199475141488,91.6049435077169,XXL,40
180.344939709079,98.0303460119054,XXL,40
168.153963173933,72.2981757277733,L,34
184.259999895287,95.4069195352228,XXL,40
171.397553465424,81.0198546857534,XL,38
165.990042811758,66.5599982892187,M,34
179.943918549056,88.875462496229,XL,38
177.64372715865,77.1904058827481,L,36
164.4391313268,76.9537217169379,XL,36
176.0433433162,89.9829884071751,XL,38
174.849695664076,81.6047011313546,XL,38
157.320801099915,66.7976300876152,M,34
174.2270722592,80.2786404346068,XL,38
165.655181968316,84.1267050637788,XL,38
163.407466191741,80.5097687905018,XXL,38
174.622223022419,77.0323851377225,L,36
184.123724717037,90.0750696725228,XXL,40
170.774184532368,92.2380870923559,XXL,40
170.849556301883,87.6419905896372,XL,38
165.401000879261,80.8005860535618,XL,38
168.307562896935,73.8355167957001,L,36
171.962266335453,72.2510869155622,L,34
166.447967755405,78.069674986581,L,36
177.467183315378,91.5516678246982,XXL,40
173.943963426422,77.2704538655275,L,36
183.423466898128,93.1631523393494,XXL,40
173.176013042944,77.0143732971031,L,36
182.832264618891,90.91676055735,XXL,40
167.805447301135,81.0065208396434,XL,38
169.306656991339,76.2098197770681,L,36
171.702537456037,80.6334286295928,XL,38
173.344697998331,87.6691840252003,XL,38
164.613898459421,73.6540605978029,XL,36
171.430234405395,83.1814356733702,XL,38
173.179055995438,82.1255963726766,XL,38
176.665597653371,95.6497610325494,XXL,40
168.661714157635,75.1005466315252,L,36
169.144079071307,88.9713676626507,XL,38
182.717151920434,91.6466420775092,XXL,40
173.44908598882,77.2982467835312,L,36
177.686846035716,91.602035905859,XXL,40
182.501868029323,87.7187890972927,XL,38
167.018966547311,81.5811019639491,XL,38
170.260904280616,70.9825825956994,L,34
194.842980538962,106.610185693411,XXL,40
184.330648283091,104.580414173459,XXL,40
177.111164439312,92.4854379365753,XXL,40
184.910028971648,98.9812117842836,XXL,40
184.249959342732,101.000050567779,XXL,40
183.628648196419,94.5625313690368,XXL,40
170.823445032294,82.0002619760069,XL,38
192.898929355044,105.199210525744,XXL,40
168.443229073611,77.3800092853169,L,36
180.736375864711,85.3984264007439,XL,38
180.828193808847,88.9319411362741,XL,38
183.381680498197,97.3424689510341,XXL,40
190.857686442186,101.660976480918,XXL,40
163.605284573692,71.9303459907098,XL,34
164.425437869517,75.5235736395438,XL,36
161.073051330405,72.6385021213979,XL,34
172.335609693264,79.9104975168048,L,36
167.466733465152,79.1451337783448,L,36
180.25503810831,87.9544366032011,XL,38
171.655098084326,84.8178968693513,XL,38
174.216746912269,78.7416643443676,L,36
178.624873748142,87.7004529814079,XL,38
183.881980228973,94.545133007667,XXL,40
179.884976054895,93.4549104666191,XXL,40
167.394385203006,78.2787441602793,L,36
189.980252555442,105.52155764834,XXL,40
171.909534347014,80.3947120755676,XL,38
170.576145432576,79.6719335076403,L,36
182.308096711094,96.4454989892929,XXL,40
164.249689140215,75.7358951851574,XL,36
173.031831640435,89.092007453474,XL,38
169.638795188401,75.0382880236152,L,36
169.68685858534,80.0888427712193,XL,38
172.43047504699,79.2207657308137,L,36
175.700885374878,88.5581813907405,XL,38
178.371305249004,93.2968157810427,XXL,40
164.733729910987,71.8224115231748,XL,34
172.265576909718,76.6937927049676,L,36
161.1382285664,61.5324200457358,M,32
182.495024513676,98.9544828830846,XXL,40
169.489307063599,70.714784750511,L,34
182.799496356233,91.4115690570404,XXL,40
193.094222589285,107.014173701755,XXL,40
181.549297257808,88.6285281922152,XL,38
171.119313957966,80.1207507048469,XL,38
179.210319149257,90.0199810830202,XXL,40
177.462437254876,84.2397046514579,XL,38
172.586827907093,80.4435341434204,XL,38
188.225579513831,97.866875440777,XXL,40
175.686304200819,84.8318736694297,XL,38
169.055360574668,77.8308916230504,L,36
169.422076674874,78.3987546793504,L,36
170.805004984131,76.3305918927747,L,36
175.390519131893,74.307663213716,L,36
179.508777828896,86.1931095568109,XL,38
166.367447608378,71.1549551173221,L,34
165.575540968048,78.2929196371804,L,36
171.62308323545,76.6860701746308,L,36
187.491079648114,104.949625885914,XXL,40
181.880673089458,94.007158250753,XXL,40
172.0208630593,78.087120237767,L,36
173.30707515855,90.6402724170933,XXL,40
167.460731143587,76.2444662577905,L,36
181.733179102546,89.7293947314608,XL,38
175.677528049973,89.3087789639439,XL,38
174.238054682855,81.7471576801815,XL,38
180.486077649894,85.7896749688402,XL,38
161.655911337008,71.8592771946017,XL,34
180.803436704918,94.7656574712509,XXL,40
167.966829851417,84.8857146550939,XL,38
165.245727712348,71.4781302849353,L,34
172.95209087147,82.3924670891299,XL,38
180.322585503579,92.871455246643,XXL,40
188.521784189167,104.838805033304,XXL,40
176.090880176155,84.4853336056654,XL,38
164.925609172974,82.1427305172389,XXL,38
173.600979478941,90.2289650094772,XXL,40
180.159977714552,92.2472151510442,XXL,40
156.153635372049,73.041353741536,XL,36
173.966664305037,86.0947924301586,XL,38
183.006720271879,90.8104013879666,XXL,40
184.205034245473,100.635123278726,XXL,40
180.934134939061,97.0959707517986,XXL,40
183.5381525731,91.4901512342842,XXL,40
171.615201357595,84.9065681748318,XL,38
183.559721767249,89.1432867642247,XL,38
159.004629913784,68.8192974459865,M,34
168.24055072111,75.8848213416737,L,36
176.912111027417,90.1939097399853,XXL,40
175.986240371677,81.0975086482155,XL,38
179.64220799287,87.7878564457939,XL,38
174.824681998376,89.6923318148833,XL,38
167.676647713091,83.6704020114253,XL,38
168.693800433389,70.3951068790157,L,34
169.20368595495,73.0246786696546,L,36
172.808447326543,85.7671991673361,XL,38
179.076091032,78.4649646273028,L,36
175.660632912441,88.8565213483656,XL,38
179.819357438601,97.8608661548099,XXL,40
165.593717893287,75.6171307607399,L,36
189.955714370495,108.61911022592,XXL,40
180.509941941446,83.5875916759048,XL,38
176.108862376323,90.7110930440666,XXL,40
177.543978034582,86.8230567439441,XL,38
163.639992231127,76.7066716078987,XL,36
172.344411974469,88.3345574471157,XL,38
171.574636499632,83.1282332900113,XL,38
189.909314986132,95.4221076314756,XXL,40
181.404122805367,89.8304863526038,XL,38
170.485674740965,78.3190500814242,L,36
177.443353296548,89.3897637863583,XL,38
173.814266014183,86.41191138747,XL,38
172.551045821839,83.7128906926961,XL,38
173.978171614392,81.6147253929729,XL,38
165.720124263061,72.3493844598228,L,34
178.270794199355,89.7588293314194,XL,38
180.604498237908,98.5517547611105,XXL,40
173.856849499379,85.2333051681266,XL,38
166.168265133089,80.2230450768153,XL,38
171.960001808844,83.9817432877492,XL,38
188.526580177785,101.290740617787,XXL,40
180.764804511968,93.867680989773,XXL,40
170.766160600474,77.5719161210793,L,36
172.416620351899,79.4796820543199,L,36
171.135993689948,78.6122089391897,L,36
174.653567199725,82.1572925727024,XL,38
182.13139215245,91.9018253100515,XXL,40
176.227726773361,90.6507785267766,XXL,40
187.239980190941,101.384489937592,XXL,40
176.411575567865,99.4553560504271,XXL,40
179.797176115931,95.8059245782436,XXL,40
182.291897891729,91.0808122821584,XXL,40
176.132373054886,94.7144436149159,XXL,40
165.826504791929,73.2188576796464,L,36
180.141484811072,94.2727217656737,XXL,40
174.235523223403,82.0236027959914,XL,38
174.253642939456,80.2020854849248,XL,38
176.476010064225,88.2707125626853,XL,38
167.464476386091,73.9393205304787,L,36
174.04929705681,78.5941839201709,L,36
187.779975280603,97.8035231094845,XXL,40
180.842762068465,95.3153412972329,XXL,40
169.053730657339,83.9337178663601,XL,38
182.225381622103,85.259581468205,XL,38
177.151866502401,85.3574527821579,XL,38
169.546661479152,81.4388226400175,XL,38
177.018752533164,96.033785629609,XXL,40
178.824932750337,89.671574111919,XL,38
175.310129719066,84.4987428631722,XL,38
164.42000937435,75.3443856090206,XL,36
180.335109079878,85.6435083673607,XL,38
163.72792820275,73.2001204987943,XL,36
177.163787360825,87.7592831957775,XL,38
181.678195982949,85.8569125729136,XL,38
173.552906294489,94.2495795395753,XXL,40
179.742389216844,90.4113609712662,XXL,40
181.404386070745,95.1900263298609,XXL,40
176.251804201023,81.7261530419098,XL,38
182.884399833209,89.0012886934395,XL,38
175.746346432272,85.9279424727353,XL,38
168.062562739275,75.076101814816,L,36
170.871243207689,82.7326110618042,XL,38
180.126221924982,85.9818278907953,XL,38
175.564514985753,86.012797617698,XL,38
171.218925713219,77.1974236840867,L,36
185.264168562128,98.0200766812776,XXL,40
179.046958887829,80.3165259033158,XL,38
175.280979033143,88.9272508097756,XL,38
169.575759190773,76.0676034865533,L,36
175.566485872816,81.4686929922195,XL,38
185.740718657265,100.090248059286,XXL,40
171.41653269436,74.5230070702548,L,36
164.985898970773,71.0074627298606,XL,34
172.167522250423,83.3162453234344,XL,38
171.862492941959,77.249209403332,L,36
168.85004839643,76.4879778927534,L,36
185.38715831065,95.0901081245937,XXL,40
176.690609984084,88.6073950655758,XL,38
180.349042754253,88.1431773961604,XL,38
177.585718899748,99.503532093191,XXL,40
182.110740141637,93.0597277287452,XXL,40
171.830849778126,81.1397315697112,XL,38
173.470708593894,82.4289751134501,XL,38
174.465629411229,92.3333389453711,XXL,40
175.04605997918,74.9133943956162,L,36
175.160634368796,89.7801129925584,XL,38
170.807977418637,78.6002511025647,L,36
175.046293648295,83.4372454627134,XL,38
167.229903039188,63.2915274196538,M,32
164.264531891505,72.6602363094394,XL,34
168.391580217978,74.2094665622329,L,36
170.427867797892,87.9764850956304,XL,38
170.175655921309,86.1341010087203,XL,38
180.243406092715,83.5625017835837,XL,38
173.789015400315,86.5433315637823,XL,38
171.837420070081,85.366322561743,XL,38
192.075290621966,102.606039286542,XXL,40
179.195074736512,89.7565006053833,XL,38
174.982730829728,86.4153935515959,XL,38
173.44271107556,79.9440402740246,L,36
165.087498778381,80.6155882477232,XL,38
166.562459718389,78.7851166865502,L,36
176.037464130289,95.4646449589181,XXL,40
166.889977172269,77.1562547166167,L,36
172.222137166151,78.6800192440594,L,36
175.809014172259,83.8858032368292,XL,38
172.758115262596,88.1270043861159,XL,38
157.294450316145,67.6531038449129,M,34
170.856561297519,87.3032013065317,XL,38
171.899127508942,81.5335284943691,XL,38
177.726095184555,92.0171668130154,XXL,40
165.896192303785,74.0975787183268,L,36
182.64125381905,98.4420351406457,XXL,40
168.234116267148,83.0804697520413,XL,38
167.169954773542,75.560993057322,L,36
185.026167551746,93.1001613118335,XXL,40
180.211586369637,86.0478034658404,XL,38
181.213271374477,99.1490134991558,XXL,40
180.481386961195,92.142421704933,XXL,40
157.290890128736,63.4598206545079,M,32
174.656642197071,89.0372999943899,XL,38
171.663211220997,81.6179887693372,XL,38
171.098704458971,74.4552772320806,L,36
167.333057652919,76.2827730796418,L,36
174.484695863899,86.0656990671391,XL,38
176.618548346155,88.5277282207872,XL,38
169.252114703848,86.3947423585586,XL,38
177.317149997176,92.7262695765495,XXL,40
174.446879160722,88.9728068998028,XL,38
181.902554025884,95.1049856654127,XXL,40
177.012080147214,86.6058629950002,XL,38
180.088759367925,89.7861924008083,XL,38
172.734767540523,84.7220670058667,XL,38
179.363989705036,85.5764049379613,XL,38
181.790833160196,80.0030341455676,XL,38
185.452672687976,94.9501790205056,XXL,40
154.300219383341,61.7646545495609,M,32
175.468583848701,86.6066713009868,XL,38
176.120393575022,86.838217216611,XL,38
172.103129787376,83.8865015816873,XL,38
193.10878793215,105.375531923987,XXL,40
183.458145046764,91.5252739210612,XXL,40
175.059445016364,85.4244402526481,XL,38
165.950716309115,79.2224270271095,L,36
167.468304767488,83.4352269126333,XL,38
178.98539084798,85.0564115596019,XL,38
185.879850797693,96.9994938432237,XXL,40
174.119234403654,79.4781719695587,L,36
174.064696955726,76.9041673916062,L,36
161.534996767954,65.5857392748983,M,32
170.5463727186,79.6866752306302,L,36
179.873581364263,89.4476173608911,XL,38
186.766923411759,101.117412407449,XXL,40
167.998315055281,75.0261785288221,L,36
172.483398360919,77.2998927405163,L,36
181.440774586952,98.263449186335,XXL,40
170.466206686987,78.7923342617264,L,36
186.141151632601,98.835900458802,XXL,40
161.728361211397,73.0342748473556,XL,36
175.832313565439,87.8863193317606,XL,38
176.962115023174,80.3398343517552,XL,38
179.033038340862,92.9080925815308,XXL,40
175.271881781378,80.1641725732992,XL,38
173.8830507806,87.4352492380391,XL,38
167.702823807596,75.7321831985886,L,36
176.068149578207,84.7028608767477,XL,38
175.457461034329,85.5048946137366,XL,38
186.848166731648,94.5111057943756,XXL,40
167.862729772085,73.2532094035912,L,36
186.756000206417,97.5070661613552,XXL,40
176.984812947786,93.0468852747104,XXL,40
169.359024037001,83.0968328041906,XL,38
185.322630287988,94.7531209277105,XXL,40
173.347055246926,94.3133781162844,XXL,40
182.769829757338,95.5554269849288,XXL,40
180.488928706824,92.6565250186156,XXL,40
170.121452868558,88.5405823868141,XL,38
173.934125272344,86.4936543314885,XL,38
181.062481133864,90.5529870534118,XXL,40
165.050358979099,75.6689193037029,L,36
169.575185038451,81.1011196910331,XL,38
174.666050778653,84.2647644674375,XL,38
175.241060660628,87.8857138486925,XL,38
181.089794272733,103.782083696177,XXL,40
175.385675137136,87.2482858991373,XL,38
169.015364321388,79.8247037120722,L,36
174.029429550607,79.8962569548186,L,36
171.347676895441,80.5046534382523,XL,38
181.247751328213,91.5170743077554,XXL,40
174.21963134583,80.2146063098981,XL,38
177.129660235638,84.152320301402,XL,38
177.377996950268,85.2939064355134,XL,38
183.922887839897,85.9032661339839,XL,38
166.203876044379,75.3401543137539,L,36
168.319848196418,77.2241190358496,L,36
177.734724218057,96.5263094301798,XXL,40
180.871353328268,88.9700324521033,XL,38
177.640996489003,91.7521677739717,XXL,40
181.3204963701,91.3225876697066,XXL,40
164.05550544156,71.8735096081306,XL,34
174.734180416318,79.1470350535007,L,36
173.85219668929,83.3626721189979,XL,38
175.772008430052,85.3222455446573,XL,38
176.342083964536,79.919930220643,L,36
176.799812011459,88.0878893011933,XL,38
185.119535711699,88.0873436280033,XXL,38
157.932961303315,66.1785477100194,M,34
174.941754815068,87.0142358115237,XL,38
180.543412238821,95.1878931030037,XXL,40
183.343636669158,91.2905901563364,XXL,40
183.039397644168,94.7017784417316,XXL,40
171.145347049196,82.859195296629,XL,38
172.553971713874,75.4936157393566,L,36
179.836902858643,87.7217637815886,XL,38
166.494768030624,80.942666742007,XL,38
178.285710182936,93.4135487142507,XXL,40
182.318648235407,90.359990852597,XXL,40
173.050932574492,87.103075160328,XL,38
173.633085709577,79.4969260182495,L,36
167.869506813538,77.1135634478612,L,36
181.813512772472,93.1440268583241,XXL,40
186.783136016225,88.9236702981707,XXL,38
180.633450876979,94.4130232524427,XXL,40
179.817528466366,92.0296246236863,XXL,40
182.191813631081,85.5451941039915,XL,38
160.519187138208,73.6768249329175,XL,36
172.976828059112,82.9403854113638,XL,38
167.274493312049,71.3579419351574,L,34
173.599999513503,81.0460005938778,XL,38
176.682981482101,84.9203538787389,XL,38
174.569892345011,77.8458974686272,L,36
178.202025236346,90.9606990053591,XXL,40
175.065275100815,87.9638992631639,XL,38
163.322442462888,70.5288971405177,XL,34
178.957307961722,87.3291174663845,XL,38
174.305120503238,72.5123363131526,L,34
176.948469431204,79.949796792665,L,36
175.409566732829,77.8857952862952,L,36
170.756545012135,82.4220294707135,XL,38
167.934131225262,77.7396175398058,L,36
174.288163858032,81.252853301403,XL,38
175.89249254634,85.0346071080981,XL,38
176.890441706324,82.5557952802297,XL,38
184.904452026947,97.2837067327438,XXL,40
190.61174748327,94.5859190646592,XXL,40
180.270617692469,86.283174185794,XL,38
188.945551560004,98.4946862174233,XXL,40
163.479896234155,70.7938717752957,XL,34
181.170582708479,93.6146716217358,XXL,40
170.616942082837,80.8086764359819,XL,38
188.980246588687,103.799265628219,XXL,40
162.224519237357,79.1397216213136,XL,36
174.97041908784,74.4865660919337,L,36
183.215255169956,96.2328429993443,XXL,40
173.745464469969,93.4467285774502,XXL,40
165.335347235364,75.9465110935071,L,36
175.843384954447,88.5496132170307,XL,38
182.747382192887,94.8803284464259,XXL,40
171.355996264829,82.6904047309316,XL,38
176.054787951494,86.2664611580988,XL,38
161.876862345954,72.7311656381964,XL,34
154.126736203163,58.6499099723981,S,30
179.484840616118,88.7345333139463,XL,38
171.688839059062,84.7089487133311,XL,38
189.60975002362,103.192472597824,XXL,40
178.986380289252,89.4426870291256,XL,38
182.737786718961,95.0530533912127,XXL,40
188.025407058048,95.1451277353103,XXL,40
179.786859532046,99.9883628074288,XXL,40
164.407232680942,76.7513665569947,XL,36
173.692881163667,84.2980850064243,XL,38
181.531820837958,87.4033197458832,XL,38
170.038912493463,80.2976172091667,XL,38
179.82432667071,90.6945333764562,XXL,40
165.84278434098,76.5256379751851,L,36
156.855184965585,56.0313774488177,S,30
158.700905124759,72.6845973135829,XL,34
172.226426870254,89.3950957078531,XL,38
176.596025470613,73.4687215066846,L,36
184.151921850222,91.4691201331028,XXL,40
179.032648650888,88.3534612706579,XL,38
169.391929422786,73.738367971259,L,36
181.081470662649,79.746448466935,XL,36
182.363788682842,94.9727800658024,XXL,40
185.563114396277,92.7415707389543,XXL,40
174.887520095444,95.6485296308652,XXL,40
167.755427398103,76.8050478991387,L,36
187.924189595558,101.298934596668,XXL,40
175.899109410409,87.5191662182713,XL,38
176.125269326486,78.4282346982311,L,36
180.27971301555,86.8955962755513,XL,38
161.445645167912,71.2681684104522,XL,34
177.216183417988,82.9145738604212,XL,38
165.578733008081,68.8947019089237,M,34
177.746509682599,87.6979684375904,XL,38
177.16651676558,84.1086438313147,XL,38
180.775435127184,88.6238531024813,XL,38
179.252884528681,79.0143145048067,L,36
166.753767378623,74.6838384046684,L,36
170.531571913759,74.3187818426247,L,36
167.431940832203,79.2515752370512,L,36
187.41805656644,96.5699889950678,XXL,40
172.052618404942,78.3780942591114,L,36
166.481953683912,78.0089024174057,L,36
180.883337916849,88.8692943363427,XL,38
166.60457923578,79.2948435627359,L,36
166.795588380958,79.1821292749425,L,36
157.410749131541,63.6288650247009,M,32
187.705844263386,97.7761569174413,XXL,40
183.749146450605,97.9115680318102,XXL,40
178.591703625816,83.571541103195,XL,38
170.473533460995,76.2951573917623,L,36
167.468503681503,68.6668517376826,M,34
170.75847235282,84.3545772010153,XL,38
178.09043281865,92.1888236118589,XXL,40
190.097409288068,101.579964472717,XXL,40
163.899348668758,67.3457957256581,M,34
177.930186914249,93.9818344556545,XXL,40
182.456248689234,93.0739312702035,XXL,40
185.005318823742,94.9923634873556,XXL,40
186.186738996692,90.3405255133119,XXL,40
168.638708816472,74.8719863729829,L,36
168.948511378955,81.9915325115168,XL,38
175.952944025431,91.7610992147145,XXL,40
173.309162976375,88.5692767023723,XL,38
178.851227347023,83.5664615062095,XL,38
177.1062884213,85.4811177567799,XL,38
166.397264082083,71.3069418368732,L,34
175.608664166774,89.1545618907802,XL,38
187.112119541984,94.5132320140024,XXL,40
167.367591415431,71.7514440322623,L,34
173.62024955418,83.7323701332782,XL,38
178.878815545202,89.7692683333665,XL,38
183.083710912381,92.0189556151301,XXL,40
182.146256954746,90.3014487024509,XXL,40
166.952071153711,70.8619377684591,L,34
162.301779025929,76.3393240302562,XL,36
178.602664668355,91.4036360354677,XXL,40
167.103373673727,79.1903048615145,L,36
177.361759030437,89.3262318178195,XL,38
173.561121233097,89.7008889627232,XL,38
172.063636737978,75.1344681609632,L,36
190.586079179336,105.635279605848,XXL,40
186.446308643713,87.4218769022321,XXL,38
176.669095173574,87.1720674858104,XL,38
163.929161051481,71.2725831029249,XL,34
171.568774136651,74.160115922665,L,36
185.665054081624,93.0578361159794,XXL,40
169.047111924749,77.7586378506125,L,36
187.938674639697,94.7846633867581,XXL,40
179.99122767046,95.1450560521885,XXL,40
181.784583589508,93.5580935561905,XXL,40
167.229513481459,80.3818078833231,XL,38
178.49985550306,96.0327989985965,XXL,40
156.904745868204,67.818734928917,M,34
190.055361081049,99.9428133288698,XXL,40
181.877070452537,87.2837621917098,XL,38
170.840663086141,74.1108150899205,L,36
180.147453858639,90.6178716024689,XXL,40
190.651558366843,99.1478122004921,XXL,40
185.676225655373,101.244660778731,XXL,40
179.481459758352,98.8612303349972,XXL,40
170.547455067577,77.6584788461847,L,36
170.492809711558,66.9220366083753,M,34
176.593357665084,77.1275073860407,L,36
165.670716825162,72.9539566831142,L,34
173.762575564252,83.9724597871078,XL,38
174.659197788249,80.3236082091091,XL,38
172.559646783804,85.6763152442304,XL,38
175.864084875568,72.2322064125564,L,34
173.902938751949,85.3112549803371,XL,38
166.863505736246,68.474529352239,M,34
176.35473503777,78.1656410955087,L,36
167.983894198153,75.4612972483485,L,36
180.027702250752,84.5222536159949,XL,38
167.571585098716,85.1203395122294,XL,38
164.945353166045,74.3347470094797,XL,36
173.656252435807,89.3347204928875,XL,38
176.594900318068,86.0497584277961,XL,38
168.797229435179,85.7174789405408,XL,38
176.465437674789,80.4417823092219,XL,38
174.574450706194,83.5200908986062,XL,38
187.404437179519,100.352737517203,XXL,40
194.314783685226,98.8296892659659,XXL,40
180.913282889171,90.3477078131558,XXL,40
163.845774538536,74.6160502962107,XL,36
168.919689947413,74.0579156345532,L,36
175.794449122497,85.105117507254,XL,38
161.407779086655,68.1960415026774,M,34
177.117066219511,91.946319979484,XXL,40
174.264849499015,82.4289320504802,XL,38
181.518890829585,93.7079598691144,XXL,40
176.554099523697,92.5261525818592,XXL,40
187.349474784685,105.055840270029,XXL,40
173.425578377354,88.5365907995036,XL,38
184.03476889352,90.8499437094201,XXL,40
179.753750906813,88.6105840562767,XL,38
178.948437492133,85.3201278087458,XL,38
175.016411087598,88.2961142915654,XL,38
175.865605054628,89.5445453419784,XL,38
170.885732101108,70.9492014876916,L,34
181.517962316618,94.2421453163562,XXL,40
174.855209122292,77.982058240603,L,36
181.371150372735,98.3946694982805,XXL,40
178.167980146068,86.4480022123015,XL,38
179.526415225325,93.494310095823,XXL,40
174.094434778653,91.2213846737688,XXL,40
181.444206356776,93.7094122966879,XXL,40
165.660884022809,72.1153157105879,L,34
179.76380460259,94.4485438125372,XXL,40
177.190640765391,85.1900487660483,XL,38
162.464827938985,76.361966808152,XL,36
